"Sensitivity Excess Phase - dB SPL/watt (8 ohms, @0.50 meters) (High)"
	"Hz"	"Mag (dB)"	"deg"
  298.35619,   67.02,   -6.8
  303.35671,   67.09,   -11.3
  308.44104,   67.09,   -15.6
  313.61059,   67,   -20
  318.86678,   66.74,   -24.6
  324.21107,   66.21,   -28.7
  329.64492,   65.35,   -31.2
  335.16985,   64.23,   -30.2
  340.78738,   63.12,   -24.3
  346.49906,   62.62,   -14.3
  352.30647,   63.14,   -3.8
  358.21121,   64.33,   3.4
  364.21492,   65.62,   6.5
  370.31925,   66.76,   6.6
  376.5259,   67.71,   4.8
  382.83656,   68.45,   1.7
  389.253,   68.91,   -2.2
  395.77697,   69.09,   -5.8
  402.41029,   69.04,   -8.2
  409.15479,   68.87,   -8.7
  416.01232,   68.75,   -7.2
  422.98479,   68.89,   -4.1
  430.07412,   69.43,   -0.6
  437.28226,   70.3,   1.5
  444.61122,   71.24,   1.1
  452.06302,   72.05,   -1.4
  459.6397,   72.64,   -5.3
  467.34338,   72.98,   -9.9
  475.17617,   73.02,   -14.6
  483.14023,   72.77,   -18.2
  491.23778,   72.32,   -19.7
  499.47105,   71.86,   -18.8
  507.84231,   71.57,   -16
  516.35387,   71.52,   -12.2
  525.00808,   71.74,   -7.8
  533.80735,   72.25,   -3.5
  542.75409,   73.04,   0.1
  551.85078,   74.04,   2.2
  561.09994,   75.11,   2
  570.50411,   76.04,   -0.7
  580.0659,   76.67,   -5
  589.78794,   76.99,   -9.6
  599.67293,   77.04,   -13.7
  609.7236,   76.87,   -16.5
  619.94272,   76.6,   -17.5
  630.33311,   76.35,   -16.8
  640.89765,   76.21,   -14.6
  651.63925,   76.26,   -11.2
  662.56088,   76.63,   -7
  673.66556,   77.37,   -3.3
  684.95636,   78.31,   -1.4
  696.4364,   79.24,   -1.6
  708.10884,   80.05,   -3.2
  719.97692,   80.75,   -5.5
  732.04391,   81.37,   -8.5
  744.31315,   81.84,   -12.3
  756.78802,   82.09,   -16.3
  769.47197,   82.11,   -20
  782.36851,   81.96,   -22.4
  795.4812,   81.72,   -23.1
  808.81366,   81.53,   -22.1
  822.36957,   81.53,   -19.5
  836.15269,   81.83,   -16.3
  850.16681,   82.43,   -13.5
  864.41582,   83.17,   -12.2
  878.90364,   83.9,   -12.1
  893.63428,   84.66,   -12.5
  908.61181,   85.46,   -14.1
  923.84036,   86.14,   -17.4
  939.32415,   86.51,   -21.8
  955.06746,   86.57,   -25.1
  971.07462,   86.56,   -26.5
  987.35007,   86.69,   -26.5
  1003.8983,   87.02,   -26.4
  1020.7239,   87.46,   -27.1
  1037.8315,   87.81,   -28.9
  1055.2258,   87.96,   -30.8
  1072.9116,   87.97,   -31.4
  1090.8939,   88.05,   -30.1
  1109.1775,   88.46,   -27.8
  1127.7676,   89.18,   -26.4
  1146.6693,   89.91,   -27.1
  1165.8877,   90.48,   -28.7
  1185.4283,   90.95,   -30
  1205.2964,   91.44,   -31
  1225.4974,   91.96,   -31.9
  1246.0371,   92.52,   -32.8
  1266.9209,   93.14,   -33.8
  1288.1549,   93.84,   -35
  1309.7446,   94.6,   -37
  1331.6963,   95.35,   -40.1
  1354.0158,   95.96,   -44
  1376.7095,   96.45,   -47.9
  1399.7835,   96.93,   -51.4
  1423.2442,   97.47,   -55
  1447.0981,   97.99,   -59.4
  1471.3518,   98.39,   -64.5
  1496.012,   98.64,   -69.7
  1521.0856,   98.8,   -74.1
  1546.5793,   98.99,   -78
  1572.5004,   99.25,   -82
  1598.8559,   99.53,   -86.6
  1625.6531,   99.7,   -92.2
  1652.8994,   99.67,   -97.7
  1680.6024,   99.51,   -102.1
  1708.7697,   99.37,   -105.6
  1737.4091,   99.32,   -108.8
  1766.5285,   99.34,   -112
  1796.136,   99.4,   -115.9
  1826.2397,   99.39,   -120.5
  1856.8479,   99.27,   -125.2
  1887.9691,   99.05,   -130.1
  1919.612,   98.71,   -135.2
  1951.7851,   98.11,   -139.7
  1984.4975,   97.31,   -142
  2017.7582,   96.57,   -142
  2051.5763,   96.08,   -141.1
  2085.9612,   95.8,   -140.2
  2120.9224,   95.68,   -139.4
  2156.4696,   95.65,   -139.8
  2192.6126,   95.5,   -141
  2229.3613,   95.18,   -141.3
  2266.7259,   94.91,   -139.9
  2304.7168,   94.92,   -138
  2343.3444,   95.11,   -136.9
  2382.6195,   95.36,   -136.8
  2422.5528,   95.59,   -137.6
  2463.1553,   95.75,   -138.6
  2504.4384,   95.91,   -139.7
  2546.4134,   96.09,   -140.8
  2589.0919,   96.32,   -142.5
  2632.4858,   96.52,   -144.9
  2676.6069,   96.62,   -147.9
  2721.4674,   96.6,   -151
  2767.0799,   96.47,   -153.9
  2813.4568,   96.25,   -156.3
  2860.6111,   96.01,   -158.1
  2908.5556,   95.74,   -159.7
  2957.3037,   95.42,   -160.8
  3006.8689,   95.09,   -160.9
  3057.2647,   94.88,   -159.9
  3108.5052,   94.86,   -158.9
  3160.6045,   94.97,   -158.8
  3213.577,   95.02,   -159.4
  3267.4374,   95,   -160
  3322.2004,   94.99,   -159.9
  3377.8813,   95.1,   -159.5
  3434.4954,   95.37,   -159.6
  3492.0584,   95.7,   -161.1
  3550.5862,   95.93,   -163.5
  3610.0949,   96.02,   -166.3
  3670.6009,   96.04,   -169.3
  3732.1211,   95.95,   -172.2
  3794.6724,   95.76,   -174.8
  3858.272,   95.5,   -177
  3922.9376,   95.18,   -178.6
  3988.687,   94.88,   -179.1
  4055.5384,   94.73,   -179.3
  4123.5102,   94.67,   179.6
  4192.6212,   94.45,   177.6
  4262.8906,   94.01,   176.9
  4334.3377,   93.66,   178.1
  4406.9822,   93.6,   179.1
  4480.8443,   93.54,   178.7
  4555.9444,   93.26,   178.8
  4632.3031,   93.05,   -179.2
  4709.9417,   93.18,   -177
  4788.8814,   93.41,   -176.2
  4869.1443,   93.55,   -175.8
  4950.7523,   93.82,   -174.7
  5033.7281,   94.31,   -174.6
  5118.0947,   94.77,   -176.3
  5203.8752,   95.13,   -178.9
  5291.0934,   95.49,   177.5
  5379.7734,   95.63,   172
  5469.9397,   95.28,   166.5
  5561.6173,   94.66,   163.9
